Domain,Company,Original_Name,PE Firm,Year,Source
sevone.com,SevOne,SevOne,Bain Capital companies,Unknown,Wikipedia
shoppersdrugmart.com,Shoppers Drug Mart,Shoppers Drug Mart,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
siemensdigitalindustriessoftware.com,Siemens Digital Industries Software,Siemens Digital Industries Software,Warburg Pincus companies,Unknown,Wikipedia
squaretrade.com,SquareTrade,SquareTrade,Bain Capital companies,Unknown,Wikipedia
stackdriver.com,Stackdriver,Stackdriver,Bain Capital companies,Unknown,Wikipedia
stadaarzneimittel.com,Stada Arzneimittel,Stada Arzneimittel,Bain Capital companies,Unknown,Wikipedia
sungard.com,SunGard,SunGard,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
surveymonkey.com,SurveyMonkey,SurveyMonkey,Bain Capital companies,Unknown,Wikipedia
tmlewin.com,T. M. Lewin,T. M. Lewin,Bain Capital companies,Unknown,Wikipedia
teachtown.com,TeachTown,TeachTown,Bain Capital companies,Unknown,Wikipedia
tealium.com,Tealium,Tealium,Bain Capital companies,Unknown,Wikipedia
tifluidsystems.com,TI Fluid Systems,TI Fluid Systems,Bain Capital companies,Unknown,Wikipedia
tigerairaustralia.com,Tigerair Australia,Tigerair Australia,Bain Capital companies,Unknown,Wikipedia
tokbox.com,TokBox,TokBox,Bain Capital companies,Unknown,Wikipedia
tomsshoes.com,Toms Shoes,Toms Shoes,Bain Capital companies,Unknown,Wikipedia
totesisotoner.com,Totes Isotoner,Totes Isotoner,Bain Capital companies,Unknown,Wikipedia
toysrus.com,"Toys ""R"" Us","Toys ""R"" Us",Kohlberg Kravis Roberts companies,Unknown,Wikipedia
transmaldivianairways.com,Trans Maldivian Airways,Trans Maldivian Airways,Bain Capital companies,Unknown,Wikipedia
trinseo.com,Trinseo,Trinseo,Bain Capital companies,Unknown,Wikipedia
turbonomic.com,Turbonomic,Turbonomic,Bain Capital companies,Unknown,Wikipedia
unisourceworldwide.com,Unisource Worldwide,Unisource Worldwide,Bain Capital companies,Unknown,Wikipedia
uniview.com,Uniview,Uniview,Bain Capital companies,Unknown,Wikipedia
usinternetworking.com,USinternetworking,USinternetworking,Bain Capital companies,Unknown,Wikipedia
valeofoods.com,Valeo Foods,Valeo Foods,Bain Capital companies,Unknown,Wikipedia
varsitybrands.com,Varsity Brands,Varsity Brands,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
vention.com,Vention,Vention,Bain Capital companies,Unknown,Wikipedia
virginaustralia.com,Virgin Australia,Virgin Australia Holdings,Bain Capital companies,Unknown,Wikipedia
virginvoyages.com,Virgin Voyages,Virgin Voyages,Bain Capital companies,Unknown,Wikipedia
warnermusic.com,Warner Music,Warner Music Group,Providence Equity Partners companies,Unknown,Wikipedia
weather.com,Weather,The Weather Company,Bain Capital companies,Unknown,Wikipedia
wellspringacademies.com,Wellspring Academies,Wellspring Academies,Bain Capital companies,Unknown,Wikipedia
worldpay.com,Worldpay,Worldpay Group,Bain Capital companies,Unknown,Wikipedia
wrike.com,Wrike,Wrike,Bain Capital companies,Unknown,Wikipedia
youku.com,Youku,Youku,Bain Capital companies,Unknown,Wikipedia
zeroturnaround.com,ZeroTurnaround,ZeroTurnaround,Bain Capital companies,Unknown,Wikipedia
americanaxle.com,American Axle,American Axle,Blackstone Inc. companies,Unknown,Wikipedia
ancestrycom.com,Ancestry.com,Ancestry.com,Silver Lake (investment firm) companies,Unknown,Wikipedia
candlemedia.com,Candle Media,Candle Media,Blackstone Inc. companies,Unknown,Wikipedia
chicagoandnorthwesternrailway.com,Chicago and North Western Railway,Chicago and North Western Railway,Blackstone Inc. companies,Unknown,Wikipedia
cineworld.com,Cineworld,Cineworld,Blackstone Inc. companies,Unknown,Wikipedia
civicacompany.com,Civica (company),Civica (company),Blackstone Inc. companies,Unknown,Wikipedia
crownresorts.com,Crown Resorts,Crown Resorts,Blackstone Inc. companies,Unknown,Wikipedia
cvent.com,Cvent,Cvent,Blackstone Inc. companies,Unknown,Wikipedia
eqoffice.com,EQ Office,EQ Office,Blackstone Inc. companies,Unknown,Wikipedia
esselpropack.com,Essel Propack,Essel Propack,Blackstone Inc. companies,Unknown,Wikipedia
extendedstayamerica.com,Extended Stay America,Extended Stay America,Blackstone Inc. companies,Unknown,Wikipedia
freescalesemiconductor.com,Freescale Semiconductor,Freescale Semiconductor,Blackstone Inc. companies,Unknown,Wikipedia
gatewaytelevision.com,Gateway Television,Gateway Television,Blackstone Inc. companies,Unknown,Wikipedia
healthmarkets.com,HealthMarkets,HealthMarkets,Blackstone Inc. companies,Unknown,Wikipedia
hiltongrandvacations.com,Hilton Grand Vacations,Hilton Grand Vacations,Blackstone Inc. companies,Unknown,Wikipedia
internationaldata.com,International Data,International Data Group,Blackstone Inc. companies,Unknown,Wikipedia
iqstudentaccommodation.com,IQ Student Accommodation,IQ Student Accommodation,Blackstone Inc. companies,Unknown,Wikipedia
kosmosenergy.com,Kosmos Energy,Kosmos Energy,Warburg Pincus companies,Unknown,Wikipedia
laquintainnssuites.com,La Quinta Inns & Suites,La Quinta Inns & Suites,Blackstone Inc. companies,Unknown,Wikipedia
latrobefinancial.com,La Trobe Financial,La Trobe Financial,Blackstone Inc. companies,Unknown,Wikipedia
legoland.com,Legoland,Legoland,Blackstone Inc. companies,Unknown,Wikipedia
leicacamera.com,Leica Camera,Leica Camera,Blackstone Inc. companies,Unknown,Wikipedia
logicor.com,Logicor,Logicor,Blackstone Inc. companies,Unknown,Wikipedia
merlinentertainments.com,Merlin Entertainments,Merlin Entertainments,CVC Capital Partners companies,Unknown,Wikipedia
mnrkmusic.com,MNRK Music,MNRK Music Group,Blackstone Inc. companies,Unknown,Wikipedia
mphasis.com,Mphasis,Mphasis,Blackstone Inc. companies,Unknown,Wikipedia
nec.com,NEC,NEC Group,Blackstone Inc. companies,Unknown,Wikipedia
office.com,Office,The Office Group,Blackstone Inc. companies,Unknown,Wikipedia
paysafe.com,Paysafe,Paysafe,CVC Capital Partners companies,Unknown,Wikipedia
pgpglass.com,PGP Glass,PGP Glass,Blackstone Inc. companies,Unknown,Wikipedia
portaventurapark.com,PortAventura Park,PortAventura Park,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
recognitionmusic.com,Recognition Music,Recognition Music Group,Blackstone Inc. companies,Unknown,Wikipedia
rovercompany.com,Rover (company),Rover (company),Blackstone Inc. companies,Unknown,Wikipedia
unitedparksresorts.com,United Parks & Resorts,United Parks & Resorts,Blackstone Inc. companies,Unknown,Wikipedia
servicekingcollisionrepair.com,Service King Collision Repair,Service King Collision Repair,The Carlyle Group companies,Unknown,Wikipedia
servpro.com,Servpro,Servpro,Blackstone Inc. companies,Unknown,Wikipedia
sesac.com,SESAC,SESAC,Blackstone Inc. companies,Unknown,Wikipedia
smartsheet.com,Smartsheet,Smartsheet Inc.,Blackstone Inc. companies,Unknown,Wikipedia
southerncrosshealthcareunitedkingdom.com,Southern Cross Healthcare (United Kingdom),Southern Cross Healthcare (United Kingdom),Blackstone Inc. companies,Unknown,Wikipedia
spanx.com,Spanx,Spanx,Blackstone Inc. companies,Unknown,Wikipedia
stearnslending.com,Stearns Lending,Stearns Lending,Blackstone Inc. companies,Unknown,Wikipedia
teamhealth.com,TeamHealth,TeamHealth,Blackstone Inc. companies,Unknown,Wikipedia
toprydecity.com,Top Ryde City,Top Ryde City,Blackstone Inc. companies,Unknown,Wikipedia
travelport.com,Travelport,Travelport,Blackstone Inc. companies,Unknown,Wikipedia
trizecproperties.com,Trizec Properties,Trizec Properties,Blackstone Inc. companies,Unknown,Wikipedia
tussauds.com,Tussauds,The Tussauds Group,Blackstone Inc. companies,Unknown,Wikipedia
vivint.com,Vivint,Vivint,Blackstone Inc. companies,Unknown,Wikipedia
caissededptetplacementduqubec.com,Caisse de dépôt et placement du Québec,Caisse de dépôt et placement du Québec,Caisse de dépôt et placement du Québec companies,Unknown,Wikipedia
healthscope.com,Healthscope,Healthscope,The Carlyle Group companies,Unknown,Wikipedia
heathrowairport.com,Heathrow Airport,Heathrow Airport Holdings,Caisse de dépôt et placement du Québec companies,Unknown,Wikipedia
keolis.com,Keolis,Keolis,Caisse de dépôt et placement du Québec companies,Unknown,Wikipedia
metrotrainssydney.com,Metro Trains Sydney,Metro Trains Sydney,Caisse de dépôt et placement du Québec companies,Unknown,Wikipedia
plenary.com,Plenary,Plenary Group,Caisse de dépôt et placement du Québec companies,Unknown,Wikipedia
portofbrisbane.com,Port of Brisbane,Port of Brisbane,Caisse de dépôt et placement du Québec companies,Unknown,Wikipedia
realinsurance.com,Real Insurance,Real Insurance,Caisse de dépôt et placement du Québec companies,Unknown,Wikipedia
transgrid.com,TransGrid,TransGrid,OMERS companies,Unknown,Wikipedia
7daysinn.com,7 Days Inn,7 Days Inn,Warburg Pincus companies,Unknown,Wikipedia
abingworthcompany.com,Abingworth (company),Abingworth (company),The Carlyle Group companies,Unknown,Wikipedia
acostasalesmarketing.com,Acosta Sales & Marketing,Acosta Sales & Marketing,The Carlyle Group companies,Unknown,Wikipedia
addisonlee.com,Addison Lee,Addison Lee,The Carlyle Group companies,Unknown,Wikipedia
agvhelmetmanufacturer.com,AGV (helmet manufacturer),AGV (helmet manufacturer),The Carlyle Group companies,Unknown,Wikipedia
allisontransmission.com,Allison Transmission,Allison Transmission,The Carlyle Group companies,Unknown,Wikipedia
ameos.com,AMEOS,AMEOS group,The Carlyle Group companies,Unknown,Wikipedia
amperecomputing.com,Ampere Computing,Ampere Computing,The Carlyle Group companies,Unknown,Wikipedia
anthology.com,Anthology,Anthology Inc.,The Carlyle Group companies,Unknown,Wikipedia
apgpensionfund.com,APG (pension fund),APG (pension fund),The Carlyle Group companies,Unknown,Wikipedia
,AR,ARINC,The Carlyle Group companies,Unknown,Wikipedia
asiasat.com,AsiaSat,AsiaSat,The Carlyle Group companies,Unknown,Wikipedia
atotech.com,Atotech,Atotech,The Carlyle Group companies,Unknown,Wikipedia
avio.com,Avio,Avio,The Carlyle Group companies,Unknown,Wikipedia
axalta.com,Axalta,Axalta,The Carlyle Group companies,Unknown,Wikipedia
azelectronicmaterials.com,AZ Electronic Materials,AZ Electronic Materials,The Carlyle Group companies,Unknown,Wikipedia
bakertaylor.com,Baker & Taylor,Baker & Taylor,The Carlyle Group companies,Unknown,Wikipedia
bbhotels.com,B&B Hotels,B&B Hotels,The Carlyle Group companies,Unknown,Wikipedia
bbitalia.com,B&B Italia,B&B Italia,The Carlyle Group companies,Unknown,Wikipedia
beatselectronics.com,Beats Electronics,Beats Electronics,The Carlyle Group companies,Unknown,Wikipedia
beautycounter.com,Beautycounter,Beautycounter,The Carlyle Group companies,Unknown,Wikipedia
blyth.com,"Blyth,","Blyth, Inc.",The Carlyle Group companies,Unknown,Wikipedia
brintons.com,Brintons,Brintons,The Carlyle Group companies,Unknown,Wikipedia
cameca.com,CAMECA,CAMECA,The Carlyle Group companies,Unknown,Wikipedia
canesta.com,Canesta,Canesta,The Carlyle Group companies,Unknown,Wikipedia
casema.com,Casema,Casema,Warburg Pincus companies,Unknown,Wikipedia
caterair.com,Caterair,Caterair,The Carlyle Group companies,Unknown,Wikipedia
chinarecyclingenergycorporation.com,China Recycling Energy Corporation,China Recycling Energy Corporation,The Carlyle Group companies,Unknown,Wikipedia
coateshire.com,Coates Hire,Coates Hire,The Carlyle Group companies,Unknown,Wikipedia
comhem.com,Com Hem,Com Hem,Providence Equity Partners companies,Unknown,Wikipedia
commscope.com,CommScope,CommScope,The Carlyle Group companies,Unknown,Wikipedia
communityonebank.com,CommunityOne Bank,CommunityOne Bank,The Carlyle Group companies,Unknown,Wikipedia
curiacompany.com,Curia (company),Curia (company),The Carlyle Group companies,Unknown,Wikipedia
dainese.com,Dainese,Dainese,The Carlyle Group companies,Unknown,Wikipedia
dealogic.com,Dealogic,Dealogic,The Carlyle Group companies,Unknown,Wikipedia
dexmediadexone.com,Dex Media (Dex One),Dex Media (Dex One),The Carlyle Group companies,Unknown,Wikipedia
drpeppersevenup.com,Dr Pepper/Seven Up,Dr Pepper/Seven Up,The Carlyle Group companies,Unknown,Wikipedia
educompsolutions.com,Educomp Solutions,Educomp Solutions,The Carlyle Group companies,Unknown,Wikipedia
egg.com,EG&G,EG&G,The Carlyle Group companies,Unknown,Wikipedia
lefigaro.com,Le Figaro,Le Figaro,The Carlyle Group companies,Unknown,Wikipedia
foundryvisionmongers.com,Foundry Visionmongers,The Foundry Visionmongers,The Carlyle Group companies,Unknown,Wikipedia
geminiaircargo.com,Gemini Air Cargo,Gemini Air Cargo,The Carlyle Group companies,Unknown,Wikipedia
goldengoosecompany.com,Golden Goose (company),Golden Goose (company),Permira companies,Unknown,Wikipedia
grazecompany.com,Graze (company),Graze (company),The Carlyle Group companies,Unknown,Wikipedia
hawaiiantelcom.com,Hawaiian Telcom,Hawaiian Telcom,Cerberus Capital Management companies,Unknown,Wikipedia
hertzcarsales.com,Hertz Car Sales,Hertz Car Sales,The Carlyle Group companies,Unknown,Wikipedia
hertzglobal.com,Hertz Global,Hertz Global Holdings,The Carlyle Group companies,Unknown,Wikipedia
hollandbarrett.com,Holland & Barrett,Holland & Barrett,The Carlyle Group companies,Unknown,Wikipedia
howmetaerospace.com,Howmet Aerospace,Howmet Aerospace,The Carlyle Group companies,Unknown,Wikipedia
hunkemller.com,Hunkemöller,Hunkemöller,The Carlyle Group companies,Unknown,Wikipedia
indegene.com,Indegene,Indegene,The Carlyle Group companies,Unknown,Wikipedia
jagex.com,Jagex,Jagex,CVC Capital Partners companies,Unknown,Wikipedia
kfcinjapan.com,KFC in Japan,KFC in Japan,The Carlyle Group companies,Unknown,Wikipedia
kroll.com,Kroll,Kroll Inc.,Permira companies,Unknown,Wikipedia
landmarkaviation.com,Landmark Aviation,Landmark Aviation,The Carlyle Group companies,Unknown,Wikipedia
legendnaturalgas.com,Legend Natural Gas,Legend Natural Gas,The Carlyle Group companies,Unknown,Wikipedia
mantechinternational.com,ManTech International,ManTech International,The Carlyle Group companies,Unknown,Wikipedia
medanta.com,Medanta,Medanta,The Carlyle Group companies,Unknown,Wikipedia
medicalpark.com,Medical Park,Medical Park,The Carlyle Group companies,Unknown,Wikipedia
memsource.com,Memsource,Memsource,The Carlyle Group companies,Unknown,Wikipedia
metropolishealthcare.com,Metropolis Healthcare,Metropolis Healthcare,Warburg Pincus companies,Unknown,Wikipedia
millcompany.com,Mill (company),The Mill (company),The Carlyle Group companies,Unknown,Wikipedia
momocompany.com,Momo (company),Momo (company),The Carlyle Group companies,Unknown,Wikipedia
morningstardbrs.com,Morningstar DBRS,Morningstar DBRS,Warburg Pincus companies,Unknown,Wikipedia
mydentist.com,Mydentist,Mydentist,The Carlyle Group companies,Unknown,Wikipedia
nep.com,NEP,NEP Group,The Carlyle Group companies,Unknown,Wikipedia
netmotionsoftware.com,NetMotion Software,NetMotion Software,The Carlyle Group companies,Unknown,Wikipedia
northpointcommunications.com,NorthPoint Communications,NorthPoint Communications,The Carlyle Group companies,Unknown,Wikipedia
ofxcompany.com,OFX (company),OFX (company),The Carlyle Group companies,Unknown,Wikipedia
onemedical.com,One Medical,One Medical,The Carlyle Group companies,Unknown,Wikipedia
orientaltrading.com,Oriental Trading,Oriental Trading Company,The Carlyle Group companies,Unknown,Wikipedia
orthoclinicaldiagnostics.com,Ortho Clinical Diagnostics,Ortho Clinical Diagnostics,The Carlyle Group companies,Unknown,Wikipedia
paconsulting.com,PA Consulting,PA Consulting Group,The Carlyle Group companies,Unknown,Wikipedia
paceairlines.com,Pace Airlines,Pace Airlines,The Carlyle Group companies,Unknown,Wikipedia
palaciosalimentacin.com,Palacios Alimentación,Palacios Alimentación,The Carlyle Group companies,Unknown,Wikipedia
panamsat.com,PanAmSat,PanAmSat,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
philosophybrand.com,Philosophy (brand),Philosophy (brand),The Carlyle Group companies,Unknown,Wikipedia
pnbhousingfinancelimited.com,PNB Housing Finance Limited,PNB Housing Finance Limited,The Carlyle Group companies,Unknown,Wikipedia
ppd.com,"PPD,","PPD, Inc.",The Carlyle Group companies,Unknown,Wikipedia
promedicaseniorcare.com,ProMedica Senior Care,ProMedica Senior Care,The Carlyle Group companies,Unknown,Wikipedia
qinetiq.com,Qinetiq,Qinetiq,The Carlyle Group companies,Unknown,Wikipedia
raclimited.com,RAC Limited,RAC Limited,CVC Capital Partners companies,Unknown,Wikipedia
railcarmanagement.com,Railcar Management,Railcar Management LLC,The Carlyle Group companies,Unknown,Wikipedia
rihappy.com,Ri Happy,Ri Happy,The Carlyle Group companies,Unknown,Wikipedia
rigaku.com,Rigaku,Rigaku,The Carlyle Group companies,Unknown,Wikipedia
riote.com,Riot-E,Riot-E,The Carlyle Group companies,Unknown,Wikipedia
sandleroneillandpartners.com,Sandler O'Neill and Partners,Sandler O'Neill and Partners,The Carlyle Group companies,Unknown,Wikipedia
sbicard.com,SBI Card,SBI Card,The Carlyle Group companies,Unknown,Wikipedia
smcp.com,SMCP,SMCP Group,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
ssctechnologies.com,SS&C Technologies,SS&C Technologies,The Carlyle Group companies,Unknown,Wikipedia
standardaero.com,StandardAero,StandardAero,The Carlyle Group companies,Unknown,Wikipedia
strategy.com,Strategy&,Strategy&,The Carlyle Group companies,Unknown,Wikipedia
sundyne.com,Sundyne,Sundyne,Warburg Pincus companies,Unknown,Wikipedia
supercircuits.com,SuperCircuits,SuperCircuits,The Carlyle Group companies,Unknown,Wikipedia
supremebrand.com,Supreme (brand),Supreme (brand),The Carlyle Group companies,Unknown,Wikipedia
surplex.com,Surplex,Surplex,The Carlyle Group companies,Unknown,Wikipedia
syniverse.com,Syniverse,Syniverse,The Carlyle Group companies,Unknown,Wikipedia
targuscompany.com,Targus (company),Targus (company),The Carlyle Group companies,Unknown,Wikipedia
tcw.com,TCW,TCW Group,The Carlyle Group companies,Unknown,Wikipedia
ticketron.com,Ticketron,Ticketron,The Carlyle Group companies,Unknown,Wikipedia
twosomeplace.com,Twosome Place,A Twosome Place,The Carlyle Group companies,Unknown,Wikipedia
tyo.com,TYO,TYO Inc.,The Carlyle Group companies,Unknown,Wikipedia
uniteddefense.com,United Defense,United Defense,The Carlyle Group companies,Unknown,Wikipedia
usiscompany.com,USIS (company),USIS (company),The Carlyle Group companies,Unknown,Wikipedia
varoenergy.com,Varo Energy,Varo Energy,The Carlyle Group companies,Unknown,Wikipedia
veritastechnologies.com,Veritas Technologies,Veritas Technologies,The Carlyle Group companies,Unknown,Wikipedia
very.com,Very,The Very Group,The Carlyle Group companies,Unknown,Wikipedia
vigorindustrial.com,Vigor Industrial,Vigor Industrial,The Carlyle Group companies,Unknown,Wikipedia
vinnell.com,Vinnell,Vinnell,The Carlyle Group companies,Unknown,Wikipedia
vought.com,Vought,Vought,The Carlyle Group companies,Unknown,Wikipedia
vubiquity.com,Vubiquity,Vubiquity,The Carlyle Group companies,Unknown,Wikipedia
waterpik.com,Water Pik,Water Pik,The Carlyle Group companies,Unknown,Wikipedia
yashili.com,Yashili,Yashili,The Carlyle Group companies,Unknown,Wikipedia
zekelmanindustries.com,Zekelman Industries,Zekelman Industries,The Carlyle Group companies,Unknown,Wikipedia
zodiacnautic.com,Zodiac Nautic,Zodiac Nautic,The Carlyle Group companies,Unknown,Wikipedia
centerparcseurope.com,Center Parcs Europe,Center Parcs Europe,Center Parcs,Unknown,Wikipedia
centerparcsukandireland.com,Center Parcs UK and Ireland,Center Parcs UK and Ireland,Center Parcs,Unknown,Wikipedia
pietderksen.com,Piet Derksen,Piet Derksen,Center Parcs,Unknown,Wikipedia
sunparks.com,Sunparks,Sunparks,Center Parcs,Unknown,Wikipedia
albertsons.com,Albertsons,Albertsons,Cerberus Capital Management companies,Unknown,Wikipedia
aozorabank.com,Aozora Bank,Aozora Bank,Cerberus Capital Management companies,Unknown,Wikipedia
bawag.com,BAWAG,BAWAG,Cerberus Capital Management companies,Unknown,Wikipedia
bawagpsk.com,BAWAG P.S.K.,BAWAG P.S.K.,Cerberus Capital Management companies,Unknown,Wikipedia
bluebirdcorporation.com,Blue Bird Corporation,Blue Bird Corporation,Cerberus Capital Management companies,Unknown,Wikipedia
caritaschristihealthcare.com,Caritas Christi Health Care,Caritas Christi Health Care,Cerberus Capital Management companies,Unknown,Wikipedia
dpmspantherarms.com,DPMS Panther Arms,DPMS Panther Arms,Cerberus Capital Management companies,Unknown,Wikipedia
dyn.com,Dyn,DynCorp,Cerberus Capital Management companies,Unknown,Wikipedia
geoeye.com,GeoEye,GeoEye,Cerberus Capital Management companies,Unknown,Wikipedia
harringtonrichardson.com,Harrington & Richardson,Harrington & Richardson,Cerberus Capital Management companies,Unknown,Wikipedia
marlinfirearms.com,Marlin Firearms,Marlin Firearms,Cerberus Capital Management companies,Unknown,Wikipedia
optimabuscorporation.com,Optima Bus Corporation,Optima Bus Corporation,Cerberus Capital Management companies,Unknown,Wikipedia
panavision.com,Panavision,Panavision,Warburg Pincus companies,Unknown,Wikipedia
remingtonoutdoor.com,Remington Outdoor,Remington Outdoor Company,Cerberus Capital Management companies,Unknown,Wikipedia
snetinformationservices.com,SNET Information Services,SNET Information Services,Cerberus Capital Management companies,Unknown,Wikipedia
souplantationandsweettomatoes.com,Souplantation and Sweet Tomatoes,Souplantation and Sweet Tomatoes,Cerberus Capital Management companies,Unknown,Wikipedia
starmarket.com,Star Market,Star Market,Cerberus Capital Management companies,Unknown,Wikipedia
stewardhealthcare.com,Steward Health Care,Steward Health Care,Cerberus Capital Management companies,Unknown,Wikipedia
supervaluunitedstates.com,SuperValu (United States),SuperValu (United States),Cerberus Capital Management companies,Unknown,Wikipedia
alpinedatalabs.com,Alpine Data Labs,Alpine Data Labs,Cloud Software Group,Unknown,Wikipedia
cloudsoftware.com,Cloud Software,Cloud Software Group,Cloud Software Group,Unknown,Wikipedia
jasperreports.com,JasperReports,JasperReports,Cloud Software Group,Unknown,Wikipedia
tomkrausebusinessexecutive.com,Tom Krause (business executive),Tom Krause (business executive),Cloud Software Group,Unknown,Wikipedia
spotfire.com,Spotfire,Spotfire,Cloud Software Group,Unknown,Wikipedia
tibcosoftware.com,TIBCO Software,TIBCO Software,Cloud Software Group,Unknown,Wikipedia
99centsonlystores.com,99 Cents Only Stores,99 Cents Only Stores,CPP Investment Board companies,Unknown,Wikipedia
associatedbritishports.com,Associated British Ports,Associated British Ports,OMERS companies,Unknown,Wikipedia
bgl.com,BGL,BGL Group,CPP Investment Board companies,Unknown,Wikipedia
dornasports.com,Dorna Sports,Dorna Sports,CVC Capital Partners companies,Unknown,Wikipedia
homeplus.com,Homeplus,Homeplus,CPP Investment Board companies,Unknown,Wikipedia
informatica.com,Informatica,Informatica,Permira companies,Unknown,Wikipedia
neimanmarcus.com,Neiman Marcus,Neiman Marcus,CPP Investment Board companies,Unknown,Wikipedia
patternenergy.com,Pattern Energy,Pattern Energy,CPP Investment Board companies,Unknown,Wikipedia
pet.com,Pet,Petco,CVC Capital Partners companies,Unknown,Wikipedia
acromas.com,Acromas,Acromas Holdings,Permira companies,Unknown,Wikipedia
alfonsoxelsabiouniversity.com,Alfonso X El Sabio University,Alfonso X El Sabio University,CVC Capital Partners companies,Unknown,Wikipedia
alixpartners.com,AlixPartners,AlixPartners,CVC Capital Partners companies,Unknown,Wikipedia
alvogen.com,Alvogen,Alvogen,CVC Capital Partners companies,Unknown,Wikipedia
apatinbrewery.com,Apatin Brewery,Apatin Brewery,CVC Capital Partners companies,Unknown,Wikipedia
