Domain,Company,Original_Name,PE Firm,Year,Source
trainlineeu.com,Trainline EU,Trainline EU,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
transworldcorporation.com,Trans World Corporation,Trans World Corporation,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
transphorm.com,Transphorm,Transphorm,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
txuenergy.com,TXU Energy,TXU Energy,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
ultimatefightingchampionship.com,Ultimate Fighting Championship,Ultimate Fighting Championship,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
unitedenvirotech.com,United Envirotech,United Envirotech,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
united.com,United,United Group,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
usfoods.com,US Foods,US Foods,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
vinhomes.com,Vinhomes,Vinhomes,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
viridor.com,Viridor,Viridor,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
visma.com,Visma,Visma,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
vroomdreesmann.com,Vroom & Dreesmann,Vroom & Dreesmann,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
webmd.com,WebMD,WebMD,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
wella.com,Wella,Wella,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
willis.com,Willis,Willis Group,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
wincornixdorf.com,Wincor Nixdorf,Wincor Nixdorf,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
winoa.com,Winoa,Winoa,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
wolt.com,Wolt,Wolt,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
wometcoenterprises.com,Wometco Enterprises,Wometco Enterprises,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
wometcohometheater.com,Wometco Home Theater,Wometco Home Theater,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
wtcwharf.com,WTC Wharf,WTC Wharf,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
yorktowncenter.com,Yorktown Center,Yorktown Center,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
zuffa.com,Zuffa,Zuffa,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
zwift.com,Zwift,Zwift,Kohlberg Kravis Roberts companies,Unknown,Wikipedia
asurion.com,Asurion,Asurion,Providence Equity Partners companies,Unknown,Wikipedia
bolthousefarms.com,Bolthouse Farms,Bolthouse Farms,Madison Dearborn Partners companies,Unknown,Wikipedia
familychristianstores.com,Family Christian Stores,Family Christian Stores,Madison Dearborn Partners companies,Unknown,Wikipedia
firstchicagomethod.com,First Chicago method,First Chicago method,Madison Dearborn Partners companies,Unknown,Wikipedia
greatlakesdredgeanddock.com,Great Lakes Dredge and Dock,Great Lakes Dredge and Dock Company,Madison Dearborn Partners companies,Unknown,Wikipedia
lafitness.com,LA Fitness,LA Fitness,Madison Dearborn Partners companies,Unknown,Wikipedia
mitchellsfishmarket.com,Mitchell's Fish Market,Mitchell's Fish Market,Madison Dearborn Partners companies,Unknown,Wikipedia
nationalwholesaleliquidators.com,National Wholesale Liquidators,National Wholesale Liquidators,Madison Dearborn Partners companies,Unknown,Wikipedia
ruthschrissteakhouse.com,Ruth's Chris Steak House,Ruth's Chris Steak House,Madison Dearborn Partners companies,Unknown,Wikipedia
ruthshospitality.com,Ruth's Hospitality,Ruth's Hospitality Group,Madison Dearborn Partners companies,Unknown,Wikipedia
televisaunivision.com,TelevisaUnivision,TelevisaUnivision,TPG Capital companies,Unknown,Wikipedia
topps.com,Topps,Topps,Madison Dearborn Partners companies,Unknown,Wikipedia
transunion.com,TransUnion,TransUnion,Madison Dearborn Partners companies,Unknown,Wikipedia
yankeecandle.com,Yankee Candle,Yankee Candle,Madison Dearborn Partners companies,Unknown,Wikipedia
alectra.com,Alectra,Alectra,OMERS companies,Unknown,Wikipedia
bpcgenerationinfrastructuretrust.com,BPC Generation Infrastructure Trust,BPC Generation Infrastructure Trust,OMERS companies,Unknown,Wikipedia
brex.com,Bre-X,Bre-X,OMERS companies,Unknown,Wikipedia
brucepower.com,Bruce Power,Bruce Power,OMERS companies,Unknown,Wikipedia
ellevio.com,Ellevio,Ellevio,OMERS companies,Unknown,Wikipedia
marketwired.com,Marketwired,Marketwired,OMERS companies,Unknown,Wikipedia
sgncompany.com,SGN (company),SGN (company),OMERS companies,Unknown,Wikipedia
armacell.com,Armacell,Armacell,PAI Partners companies,Unknown,Wikipedia
asmodee.com,Asmodee,Asmodee,PAI Partners companies,Unknown,Wikipedia
ecotonecompany.com,Ecotone (company),Ecotone (company),PAI Partners companies,Unknown,Wikipedia
froneri.com,Froneri,Froneri,PAI Partners companies,Unknown,Wikipedia
nakedjuice.com,Naked Juice,Naked Juice,PAI Partners companies,Unknown,Wikipedia
tendam.com,Tendam,Tendam,Permira companies,Unknown,Wikipedia
veonet.com,Veonet,Veonet,PAI Partners companies,Unknown,Wikipedia
all3media.com,All3Media,All3Media,Permira companies,Unknown,Wikipedia
bestsecretgmbh.com,Best Secret GmbH,Best Secret GmbH,Permira companies,Unknown,Wikipedia
borsodchem.com,BorsodChem,BorsodChem,Permira companies,Unknown,Wikipedia
hugoboss.com,Hugo Boss,Hugo Boss,Permira companies,Unknown,Wikipedia
cambrexcorporation.com,Cambrex Corporation,Cambrex Corporation,Permira companies,Unknown,Wikipedia
ciscovideoscape.com,Cisco Videoscape,Cisco Videoscape,Permira companies,Unknown,Wikipedia
cognis.com,Cognis,Cognis,Permira companies,Unknown,Wikipedia
debitel.com,Debitel,Debitel,Permira companies,Unknown,Wikipedia
dinosol.com,DinoSol,DinoSol,Permira companies,Unknown,Wikipedia
drmartens.com,Dr. Martens,Dr. Martens,Permira companies,Unknown,Wikipedia
ebayenterprise.com,EBay Enterprise,EBay Enterprise,Permira companies,Unknown,Wikipedia
edreams.com,EDreams,EDreams,Permira companies,Unknown,Wikipedia
edreamsodigeo.com,EDreams ODIGEO,EDreams ODIGEO,Permira companies,Unknown,Wikipedia
evelynpartners.com,Evelyn Partners,Evelyn Partners,Warburg Pincus companies,Unknown,Wikipedia
ferretti.com,Ferretti,Ferretti Group,Permira companies,Unknown,Wikipedia
fostershollywood.com,Foster's Hollywood,Foster's Hollywood,Permira companies,Unknown,Wikipedia
galabingo.com,Gala Bingo,Gala Bingo,Permira companies,Unknown,Wikipedia
genesyscompany.com,Genesys (company),Genesys (company),Permira companies,Unknown,Wikipedia
hoggrobinson.com,Hogg Robinson,Hogg Robinson Group,Permira companies,Unknown,Wikipedia
iglo.com,Iglo,Iglo,Permira companies,Unknown,Wikipedia
intelligrated.com,Intelligrated,Intelligrated,Permira companies,Unknown,Wikipedia
jetaviation.com,Jet Aviation,Jet Aviation,Permira companies,Unknown,Wikipedia
justgroup.com,Just Group,Just Group plc,Permira companies,Unknown,Wikipedia
legalzoom.com,LegalZoom,LegalZoom,Permira companies,Unknown,Wikipedia
littlechef.com,Little Chef,Little Chef,Permira companies,Unknown,Wikipedia
lytx.com,Lytx,Lytx,Permira companies,Unknown,Wikipedia
magento.com,Magento,Magento,Permira companies,Unknown,Wikipedia
mcafee.com,McAfee,McAfee,Permira companies,Unknown,Wikipedia
mimecast.com,Mimecast,Mimecast,Permira companies,Unknown,Wikipedia
minted.com,Minted,Minted,Permira companies,Unknown,Wikipedia
netafim.com,Netafim,Netafim,Permira companies,Unknown,Wikipedia
nomadfoods.com,Nomad Foods,Nomad Foods,Permira companies,Unknown,Wikipedia
principalhotel.com,Principal Hotel,Principal Hotel Company,Permira companies,Unknown,Wikipedia
renaissancelearning.com,Renaissance Learning,Renaissance Learning,Permira companies,Unknown,Wikipedia
tilney.com,Tilney,Tilney Ltd.,Warburg Pincus companies,Unknown,Wikipedia
skydeutschland.com,Sky Deutschland,Sky Deutschland,Permira companies,Unknown,Wikipedia
squarespace.com,Squarespace,Squarespace,Permira companies,Unknown,Wikipedia
synamedia.com,Synamedia,Synamedia,Permira companies,Unknown,Wikipedia
teamviewercompany.com,TeamViewer (company),TeamViewer (company),Permira companies,Unknown,Wikipedia
telepizza.com,Telepizza,Telepizza,Permira companies,Unknown,Wikipedia
teracodataenvironments.com,Teraco Data Environments,Teraco Data Environments,Permira companies,Unknown,Wikipedia
travelodgebritishcompany.com,Travelodge (British company),Travelodge (British company),Permira companies,Unknown,Wikipedia
tredair.com,Tredair,Tredair,Permira companies,Unknown,Wikipedia
valentinofashion.com,Valentino Fashion,Valentino Fashion Group,Permira companies,Unknown,Wikipedia
valentinofashionhouse.com,Valentino (fashion house),Valentino (fashion house),Permira companies,Unknown,Wikipedia
zendesk.com,Zendesk,Zendesk,Permira companies,Unknown,Wikipedia
autotradercom.com,Autotrader.com,Autotrader.com,Providence Equity Partners companies,Unknown,Wikipedia
canaldigitaal.com,Canal Digitaal,Canal Digitaal,Providence Equity Partners companies,Unknown,Wikipedia
digiturk.com,Digiturk,Digiturk,Providence Equity Partners companies,Unknown,Wikipedia
edline.com,Edline,Edline,Providence Equity Partners companies,Unknown,Wikipedia
edmentum.com,Edmentum,Edmentum,Providence Equity Partners companies,Unknown,Wikipedia
ideacellular.com,Idea Cellular,Idea Cellular,Providence Equity Partners companies,Unknown,Wikipedia
kerasotestheatres.com,Kerasotes Theatres,Kerasotes Theatres,Providence Equity Partners companies,Unknown,Wikipedia
newporttelevision.com,Newport Television,Newport Television,Providence Equity Partners companies,Unknown,Wikipedia
nextag.com,NexTag,NexTag,Providence Equity Partners companies,Unknown,Wikipedia
tlsat.com,Télésat,Télésat,Providence Equity Partners companies,Unknown,Wikipedia
vodafonedeutschland.com,Vodafone Deutschland,Vodafone Deutschland,Providence Equity Partners companies,Unknown,Wikipedia
vodafoneidea.com,Vodafone Idea,Vodafone Idea,Providence Equity Partners companies,Unknown,Wikipedia
yesnetwork.com,YES Network,YES Network,Providence Equity Partners companies,Unknown,Wikipedia
aleaguemen.com,A-League Men,A-League Men,Silver Lake (investment firm) companies,Unknown,Wikipedia
aleaguewomen.com,A-League Women,A-League Women,Silver Lake (investment firm) companies,Unknown,Wikipedia
alibaba.com,Alibaba,Alibaba Group,Silver Lake (investment firm) companies,Unknown,Wikipedia
chaoticmoonstudios.com,Chaotic Moon Studios,Chaotic Moon Studios,Silver Lake (investment firm) companies,Unknown,Wikipedia
dell.com,Dell,Dell,Silver Lake (investment firm) companies,Unknown,Wikipedia
delltechnologies.com,Dell Technologies,Dell Technologies,Silver Lake (investment firm) companies,Unknown,Wikipedia
enterasysnetworks.com,Enterasys Networks,Enterasys Networks,Silver Lake (investment firm) companies,Unknown,Wikipedia
fanatics.com,"Fanatics,","Fanatics, Inc.",Silver Lake (investment firm) companies,Unknown,Wikipedia
housefulcompany.com,Houseful (company),Houseful (company),Silver Lake (investment firm) companies,Unknown,Wikipedia
imgcompany.com,IMG (company),IMG (company),Silver Lake (investment firm) companies,Unknown,Wikipedia
interactivedatacorporation.com,Interactive Data Corporation,Interactive Data Corporation,Warburg Pincus companies,Unknown,Wikipedia
motorolasolutions.com,Motorola Solutions,Motorola Solutions,Silver Lake (investment firm) companies,Unknown,Wikipedia
redventures.com,Red Ventures,Red Ventures,Silver Lake (investment firm) companies,Unknown,Wikipedia
seagatetechnology.com,Seagate Technology,Seagate Technology,Silver Lake (investment firm) companies,Unknown,Wikipedia
servicemax.com,ServiceMax,ServiceMax,Silver Lake (investment firm) companies,Unknown,Wikipedia
skype.com,Skype,Skype,Silver Lake (investment firm) companies,Unknown,Wikipedia
tripcom.com,Trip.com,Trip.com Group,Silver Lake (investment firm) companies,Unknown,Wikipedia
arm.com,Arm,Arm Holdings,Softbank,Unknown,Wikipedia
berkshiregrey.com,Berkshire Grey,Berkshire Grey,Softbank,Unknown,Wikipedia
blinkit.com,Blinkit,Blinkit,Softbank,Unknown,Wikipedia
bostondynamics.com,Boston Dynamics,Boston Dynamics,Softbank,Unknown,Wikipedia
compass.com,"Compass,","Compass, Inc.",Softbank,Unknown,Wikipedia
deutschetelekom.com,Deutsche Telekom,Deutsche Telekom,Softbank,Unknown,Wikipedia
eutelsatoneweb.com,Eutelsat OneWeb,Eutelsat OneWeb,Softbank,Unknown,Wikipedia
getaround.com,Getaround,Getaround,Softbank,Unknown,Wikipedia
gotoindonesiancompany.com,GoTo (Indonesian company),GoTo (Indonesian company),Softbank,Unknown,Wikipedia
grab.com,Grab,Grab Holdings,Softbank,Unknown,Wikipedia
hikemessenger.com,Hike Messenger,Hike Messenger,Softbank,Unknown,Wikipedia
inmobi.com,InMobi,InMobi,Softbank,Unknown,Wikipedia
olaconsumer.com,Ola Consumer,Ola Consumer,Softbank,Unknown,Wikipedia
one97communications.com,One97 Communications,One97 Communications,Softbank,Unknown,Wikipedia
opendoor.com,Opendoor,Opendoor,Softbank,Unknown,Wikipedia
oyorooms.com,Oyo Rooms,Oyo Rooms,Softbank,Unknown,Wikipedia
paytm.com,Paytm,Paytm,Softbank,Unknown,Wikipedia
sensetime.com,SenseTime,SenseTime,Softbank,Unknown,Wikipedia
snapdeal.com,Snapdeal,Snapdeal,Softbank,Unknown,Wikipedia
tmobileus.com,T-Mobile US,T-Mobile US,Softbank,Unknown,Wikipedia
tokopedia.com,Tokopedia,Tokopedia,Softbank,Unknown,Wikipedia
view.com,"View,","View, Inc.",Softbank,Unknown,Wikipedia
wagcompany.com,Wag (company),Wag (company),Softbank,Unknown,Wikipedia
wework.com,WeWork,WeWork,Softbank,Unknown,Wikipedia
zume.com,Zume,Zume,Softbank,Unknown,Wikipedia
anaplan.com,Anaplan,Anaplan,Thoma Bravo companies,Unknown,Wikipedia
coupa.com,Coupa,Coupa,Thoma Bravo companies,Unknown,Wikipedia
darktrace.com,Darktrace,Darktrace,Thoma Bravo companies,Unknown,Wikipedia
everbridge.com,Everbridge,Everbridge,Thoma Bravo companies,Unknown,Wikipedia
forgerock.com,ForgeRock,ForgeRock,Thoma Bravo companies,Unknown,Wikipedia
imperva.com,Imperva,Imperva,Thoma Bravo companies,Unknown,Wikipedia
instructure.com,Instructure,Instructure,Thoma Bravo companies,Unknown,Wikipedia
jdpower.com,J.D. Power,J.D. Power,Thoma Bravo companies,Unknown,Wikipedia
medallia.com,Medallia,Medallia,Thoma Bravo companies,Unknown,Wikipedia
nearmap.com,Nearmap,Nearmap,Thoma Bravo companies,Unknown,Wikipedia
nextgenhealthcare.com,NextGen Healthcare,NextGen Healthcare,Thoma Bravo companies,Unknown,Wikipedia
pingidentity.com,Ping Identity,Ping Identity,Thoma Bravo companies,Unknown,Wikipedia
proofpoint.com,"Proofpoint,","Proofpoint, Inc.",Thoma Bravo companies,Unknown,Wikipedia
qad.com,QAD,QAD Inc.,Thoma Bravo companies,Unknown,Wikipedia
qlik.com,Qlik,Qlik,Thoma Bravo companies,Unknown,Wikipedia
riverbedtechnology.com,Riverbed Technology,Riverbed Technology,Thoma Bravo companies,Unknown,Wikipedia
stampscom.com,Stamps.com,Stamps.com,Thoma Bravo companies,Unknown,Wikipedia
tungstenautomation.com,Tungsten Automation,Tungsten Automation,Thoma Bravo companies,Unknown,Wikipedia
tpg.com,TPG,TPG Inc.,TPG Capital companies,Unknown,Wikipedia
alltel.com,Alltel,Alltel,TPG Capital companies,Unknown,Wikipedia
avaya.com,Avaya,Avaya,TPG Capital companies,Unknown,Wikipedia
boomilp.com,"Boomi, LP","Boomi, LP",TPG Capital companies,Unknown,Wikipedia
continentalairlines.com,Continental Airlines,Continental Airlines,TPG Capital companies,Unknown,Wikipedia
directv.com,DirecTV,DirecTV,TPG Capital companies,Unknown,Wikipedia
fandomwebsite.com,Fandom (website),Fandom (website),TPG Capital companies,Unknown,Wikipedia
fandom.com,"Fandom,","Fandom, Inc.",TPG Capital companies,Unknown,Wikipedia
fendercompany.com,Fender (company),Fender (company),TPG Capital companies,Unknown,Wikipedia
grandecommunications.com,Grande Communications,Grande Communications,TPG Capital companies,Unknown,Wikipedia
greencross.com,Greencross,Greencross,TPG Capital companies,Unknown,Wikipedia
inghams.com,Inghams,Inghams,TPG Capital companies,Unknown,Wikipedia
jcrew.com,J.Crew,J.Crew,TPG Capital companies,Unknown,Wikipedia
lifetime.com,"Life Time,","Life Time, Inc.",TPG Capital companies,Unknown,Wikipedia
mendocinofarms.com,Mendocino Farms,Mendocino Farms,TPG Capital companies,Unknown,Wikipedia
midwestair.com,Midwest Air,Midwest Air Group,TPG Capital companies,Unknown,Wikipedia
rcncorporation.com,RCN Corporation,RCN Corporation,TPG Capital companies,Unknown,Wikipedia
solarwinds.com,SolarWinds,SolarWinds,TPG Capital companies,Unknown,Wikipedia
tacobueno.com,Taco Bueno,Taco Bueno,TPG Capital companies,Unknown,Wikipedia
univision.com,Univision,Univision,TPG Capital companies,Unknown,Wikipedia
washingtonmutual.com,Washington Mutual,Washington Mutual,TPG Capital companies,Unknown,Wikipedia
zilog.com,Zilog,Zilog,TPG Capital companies,Unknown,Wikipedia
allieduniversal.com,Allied Universal,Allied Universal,Warburg Pincus companies,Unknown,Wikipedia
amrest.com,AmRest,AmRest,Warburg Pincus companies,Unknown,Wikipedia
ant.com,Ant,Ant Group,Warburg Pincus companies,Unknown,Wikipedia
anteroresources.com,Antero Resources,Antero Resources,Warburg Pincus companies,Unknown,Wikipedia
ausmallfinancebank.com,AU Small Finance Bank,AU Small Finance Bank,Warburg Pincus companies,Unknown,Wikipedia
bauschlomb.com,Bausch & Lomb,Bausch & Lomb,Warburg Pincus companies,Unknown,Wikipedia
bergdorfgoodman.com,Bergdorf Goodman,Bergdorf Goodman,Warburg Pincus companies,Unknown,Wikipedia
bettercloud.com,BetterCloud,BetterCloud,Warburg Pincus companies,Unknown,Wikipedia
bhartiairtel.com,Bharti Airtel,Bharti Airtel,Warburg Pincus companies,Unknown,Wikipedia
bitsight.com,BitSight,BitSight,Warburg Pincus companies,Unknown,Wikipedia
capillarytechnologies.com,Capillary Technologies,Capillary Technologies,Warburg Pincus companies,Unknown,Wikipedia
capitalfirst.com,Capital First,Capital First Ltd.,Warburg Pincus companies,Unknown,Wikipedia
cargomatic.com,Cargomatic,Cargomatic,Warburg Pincus companies,Unknown,Wikipedia
cartradecom.com,CarTrade.com,CarTrade.com,Warburg Pincus companies,Unknown,Wikipedia
ceres.com,"Ceres,","Ceres, Inc.",Warburg Pincus companies,Unknown,Wikipedia
circleslife.com,Circles.Life,Circles.Life,Warburg Pincus companies,Unknown,Wikipedia
citymd.com,CityMD,CityMD,Warburg Pincus companies,Unknown,Wikipedia
cmd.com,CMD,CMD Group,Warburg Pincus companies,Unknown,Wikipedia
computeragemanagementservices.com,Computer Age Management Services,Computer Age Management Services,Warburg Pincus companies,Unknown,Wikipedia
computerland.com,ComputerLand,ComputerLand,Warburg Pincus companies,Unknown,Wikipedia
constructionline.com,Constructionline,Constructionline,Warburg Pincus companies,Unknown,Wikipedia
crowdstrike.com,CrowdStrike,CrowdStrike,Warburg Pincus companies,Unknown,Wikipedia
cyren.com,CYREN,CYREN,Warburg Pincus companies,Unknown,Wikipedia
dne.com,DNE,DNE Group,Warburg Pincus companies,Unknown,Wikipedia
embassy.com,Embassy,Embassy Group,Warburg Pincus companies,Unknown,Wikipedia
enduranceinternational.com,Endurance International,Endurance International Group,Warburg Pincus companies,Unknown,Wikipedia
esr.com,ESR,ESR Group,Warburg Pincus companies,Unknown,Wikipedia
everbank.com,EverBank,EverBank,Warburg Pincus companies,Unknown,Wikipedia
famedatabase.com,FAME (database),FAME (database),Warburg Pincus companies,Unknown,Wikipedia
fetchpetinsurance.com,Fetch Pet Insurance,Fetch Pet Insurance,Warburg Pincus companies,Unknown,Wikipedia
filmways.com,Filmways,Filmways,Warburg Pincus companies,Unknown,Wikipedia
fortegra.com,Fortegra,Fortegra Group,Warburg Pincus companies,Unknown,Wikipedia
gabes.com,Gabe's,Gabe's,Warburg Pincus companies,Unknown,Wikipedia
globalspec.com,GlobalSpec,GlobalSpec,Warburg Pincus companies,Unknown,Wikipedia
goodglamm.com,Good Glamm,Good Glamm Group,Warburg Pincus companies,Unknown,Wikipedia
homefirstfinance.com,Home First Finance,Home First Finance,Warburg Pincus companies,Unknown,Wikipedia
huiyuanjuice.com,Huiyuan Juice,Huiyuan Juice,Warburg Pincus companies,Unknown,Wikipedia
iconectiv.com,Iconectiv,Iconectiv,Warburg Pincus companies,Unknown,Wikipedia
idfcfirstbank.com,IDFC First Bank,IDFC First Bank,Warburg Pincus companies,Unknown,Wikipedia
infoblox.com,Infoblox,Infoblox,Warburg Pincus companies,Unknown,Wikipedia
insilicomedicine.com,Insilico Medicine,Insilico Medicine,Warburg Pincus companies,Unknown,Wikipedia
kalyanjewellers.com,Kalyan Jewellers,Kalyan Jewellers,Warburg Pincus companies,Unknown,Wikipedia
lendingpoint.com,LendingPoint,LendingPoint,Warburg Pincus companies,Unknown,Wikipedia
mattel.com,Mattel,Mattel,Warburg Pincus companies,Unknown,Wikipedia
metavante.com,Metavante,Metavante,Warburg Pincus companies,Unknown,Wikipedia
missionmotors.com,Mission Motors,Mission Motors,Warburg Pincus companies,Unknown,Wikipedia
modernizingmedicine.com,Modernizing Medicine,Modernizing Medicine,Warburg Pincus companies,Unknown,Wikipedia
networkinternational.com,Network International,Network International,Warburg Pincus companies,Unknown,Wikipedia
pacwestban.com,PacWest Ban,PacWest Bancorp,Warburg Pincus companies,Unknown,Wikipedia
payscale.com,PayScale,PayScale,Warburg Pincus companies,Unknown,Wikipedia
peterboroughsoftware.com,Peterborough Software,Peterborough Software,Warburg Pincus companies,Unknown,Wikipedia
piramal.com,Piramal,Piramal Group,Warburg Pincus companies,Unknown,Wikipedia
piramalrealty.com,Piramal Realty,Piramal Realty,Warburg Pincus companies,Unknown,Wikipedia
poundland.com,Poundland,Poundland,Warburg Pincus companies,Unknown,Wikipedia
primalpictures.com,Primal Pictures,Primal Pictures,Warburg Pincus companies,Unknown,Wikipedia
primerica.com,Primerica,Primerica,Warburg Pincus companies,Unknown,Wikipedia
pvrinox.com,PVR INOX,PVR INOX,Warburg Pincus companies,Unknown,Wikipedia
quikr.com,Quikr,Quikr,Warburg Pincus companies,Unknown,Wikipedia
reissbrand.com,Reiss (brand),Reiss (brand),Warburg Pincus companies,Unknown,Wikipedia
ruralmetro.com,Rural Metro,Rural Metro,Warburg Pincus companies,Unknown,Wikipedia
sbigeneralinsurance.com,SBI General Insurance,SBI General Insurance,Warburg Pincus companies,Unknown,Wikipedia
sheppertonstudios.com,Shepperton Studios,Shepperton Studios,Warburg Pincus companies,Unknown,Wikipedia
slickdeals.com,Slickdeals,Slickdeals,Warburg Pincus companies,Unknown,Wikipedia
mosaic.com,Mosaic,Mosaic Inc.,Warburg Pincus companies,Unknown,Wikipedia
sterlingfinancialcorporation.com,Sterling Financial Corporation,Sterling Financial Corporation,Warburg Pincus companies,Unknown,Wikipedia
survitec.com,Survitec,Survitec Group,Warburg Pincus companies,Unknown,Wikipedia
techcombank.com,Techcombank,Techcombank,Warburg Pincus companies,Unknown,Wikipedia
tradecard.com,TradeCard,TradeCard,Warburg Pincus companies,Unknown,Wikipedia
transdigm.com,TransDigm,TransDigm Group,Warburg Pincus companies,Unknown,Wikipedia
universalprotectionservice.com,Universal Protection Service,Universal Protection Service,Warburg Pincus companies,Unknown,Wikipedia
vitalenergy.com,Vital Energy,Vital Energy,Warburg Pincus companies,Unknown,Wikipedia
vringo.com,Vringo,Vringo,Warburg Pincus companies,Unknown,Wikipedia
warburgpincus.com,Warburg Pincus,Warburg Pincus,Warburg Pincus companies,Unknown,Wikipedia
webpt.com,WebPT,WebPT,Warburg Pincus companies,Unknown,Wikipedia
wnsglobalservices.com,WNS Global Services,WNS Global Services,Warburg Pincus companies,Unknown,Wikipedia
xiu.com,Xiu,Xiu,Warburg Pincus companies,Unknown,Wikipedia
yodlee.com,Yodlee,Yodlee,Warburg Pincus companies,Unknown,Wikipedia
yokohamaoffhighwaytires.com,Yokohama Off-Highway Tires,Yokohama Off-Highway Tires,Warburg Pincus companies,Unknown,Wikipedia
zhongouassetmanagement.com,Zhong Ou Asset Management,Zhong Ou Asset Management,Warburg Pincus companies,Unknown,Wikipedia
ziggo.com,Ziggo,Ziggo,Warburg Pincus companies,Unknown,Wikipedia
zimperium.com,Zimperium,Zimperium,Warburg Pincus companies,Unknown,Wikipedia
